kpoint	source_band	reference_band	dominant_amplitude	phase_residual	eigenvalue_difference_ha
50	18	18	1.00000000000000044e+00	2.82904512471196120e-09	4.36972892314813066e-07
50	19	19	9.99999999999990452e-01	5.86908354497390880e-09	5.02013997927264199e-07
50	20	20	1.00000000000000000e+00	4.86469273893612071e-09	5.81312894709640204e-07
50	21	21	9.99999999999973799e-01	2.66316576655390981e-08	6.22093211832819293e-07
50	22	22	1.00000000000029909e+00	8.85753915858615641e-09	1.24156181247059294e-06
50	23	23	9.99999999999985234e-01	5.65867681082184923e-10	1.42312080742001967e-06
50	24	24	1.00000000000066502e+00	5.79791680669042339e-08	1.57759191488082706e-06
50	25	25	1.00000000000257439e+00	3.25409490041591306e-08	1.76844679433685315e-06
51	0	0	9.99999999999999889e-01	1.41168238941781226e-08	-5.98606620660913080e-08
51	1	1	9.99999999999998668e-01	2.56876488328844903e-09	3.78105330794964445e-08
51	2	2	7.08365395514257701e-01	7.63720635367960532e-01	6.08834661297574797e-08
51	3	3	7.08365395514255702e-01	7.63720635367959977e-01	6.08834661297574797e-08
51	4	4	9.99999999999999556e-01	8.65603853055984420e-09	1.03360858594303551e-07
51	5	5	1.00000000000000022e+00	9.86464572491674027e-09	1.39962941902993521e-07
51	6	6	7.76319578674331545e-01	6.68850385090221766e-01	1.64729171470145985e-07
51	7	7	7.76319578674332544e-01	6.68850385090251853e-01	1.64729172968947069e-07
51	8	8	1.00000000000000799e+00	1.12043980456383421e-08	2.04698158645655326e-07
51	9	9	1.00000000000000000e+00	1.77231312305830259e-08	2.18656672323902512e-07
51	10	10	9.99999999999994560e-01	1.74732822122875109e-08	2.83306657133941542e-07
51	11	11	9.22226764645711961e-01	3.94393800360342772e-01	2.92502018273133046e-07
51	12	12	9.22226764645711405e-01	3.94393800360337499e-01	2.92502017718021534e-07
51	13	13	9.99999999999998890e-01	1.52024886263477867e-08	3.46573222564927619e-07
51	14	14	9.99999999999999334e-01	4.80964367619564479e-09	3.71833938972443434e-07
51	15	15	9.99999999999996891e-01	1.50974579867000110e-08	3.90547772566307572e-07
51	16	17	8.58697342797028251e-01	9.87438050167448456e-01	4.25397583603270846e-07
51	17	16	8.58697342797027585e-01	9.87438050167470882e-01	4.25397584269404661e-07
51	18	18	9.99999999999995226e-01	1.03657445332972304e-08	4.61167538601259253e-07
51	19	19	9.95748243136547084e-01	9.22144984142539426e-02	6.00455982491254758e-07
51	20	20	9.95748243136547417e-01	9.22144984142525548e-02	6.00455980714897919e-07
51	21	21	1.00000000000000577e+00	1.21903711849320589e-09	7.98283273262256898e-07
51	22	22	1.00000000000026046e+00	8.39510626695795242e-10	1.04248107568594151e-06
51	23	23	1.00000000000176970e+00	3.30255921527140151e-10	1.53482692688555744e-06
51	24	24	9.86772972273608828e-01	1.62647027161054586e-01	1.69897448287770203e-06
51	25	25	9.86772972273595617e-01	1.62647027161061442e-01	1.69897445001510050e-06
52	0	0	9.99999999999999223e-01	6.88308088051138205e-09	-4.73629096775507463e-08
52	1	1	1.00000000000000022e+00	5.10904194851523290e-09	1.20809468401317233e-08
52	2	2	9.99999999999999334e-01	6.15465007027131456e-09	3.54346897796231630e-08
52	3	3	1.00000000000000200e+00	7.13927323693444948e-09	6.77851403341200864e-08
52	4	4	9.99999999999999223e-01	1.96059217529524436e-08	1.24872894025074288e-07
52	5	5	9.99999999999999667e-01	1.15653453136022677e-08	1.53004917124999196e-07
52	6	6	1.00000000000000022e+00	1.73487637624795105e-08	1.57115333465629448e-07
52	7	7	1.00000000000000422e+00	1.19351704192388814e-08	1.80061307142320715e-07
52	8	8	9.99999999999999223e-01	6.19203301260889264e-09	1.85605838587399319e-07
52	9	9	1.00000000000000000e+00	8.18042798563958894e-09	2.24725353992205612e-07
52	10	10	1.00000000000000044e+00	2.16350698183855720e-08	2.76070723392862760e-07
52	11	11	1.00000000000000089e+00	1.56304961844325214e-08	3.18461252257762339e-07
52	12	12	9.99999999999998113e-01	1.07640745211257067e-08	3.26391944582837823e-07
52	13	13	9.99999999999998890e-01	8.52476698652815976e-09	3.29417383815311382e-07
52	14	14	9.99999999999998779e-01	5.13858174596744115e-09	3.60991000314392352e-07
52	15	15	9.99999999999997446e-01	1.97025684800946770e-08	3.71886654360054081e-07
52	16	16	9.99999999999999556e-01	2.12925266413413476e-08	3.86631085369515404e-07
52	17	17	9.99999999999995559e-01	1.17603650525288471e-08	4.06883162051840941e-07
52	18	18	1.00000000000000067e+00	9.06726876792002577e-09	4.58108407430657394e-07
52	19	19	9.99999999999991562e-01	1.83092313608622799e-08	5.30303030155110378e-07
52	20	20	9.99999999999976463e-01	6.59466131521232053e-09	6.27629031413334815e-07
52	21	21	9.99999999999992006e-01	1.19462169746420926e-09	7.24175229116497121e-07
52	22	22	1.00000000000000755e+00	5.20814462960165703e-10	1.14058198086297580e-06
52	23	23	1.00000000000027711e+00	4.01063996289534624e-08	1.26803677691356143e-06
52	24	24	1.00000000000067679e+00	4.15098826163765606e-10	1.49835948537457853e-06
52	25	25	1.00000000000238431e+00	1.68286008583329818e-08	1.92865831394328779e-06
53	0	0	9.99999999999998668e-01	1.49323515707400456e-09	-3.82134363874353511e-08
53	1	1	9.99999999999998890e-01	5.20607522102143579e-09	-1.67301359940176531e-11
53	2	2	9.99999999999998668e-01	1.14839114037215885e-08	3.82696236506108178e-08
53	3	3	1.00000000000000089e+00	2.73545410896737089e-09	5.66343096031207693e-08
53	4	4	9.99999999999999112e-01	1.35751467411872695e-08	1.11439379057998167e-07
53	5	5	1.00000000000000044e+00	2.20864500952261848e-08	1.53139626257736694e-07
53	6	6	1.00000000000000089e+00	1.09055871663014867e-08	1.67368883363661070e-07
53	7	7	1.00000000000000000e+00	2.21738906263633078e-09	1.71067014831383091e-07
53	8	8	1.00000000000000044e+00	1.02604274396658245e-08	2.34564087375765951e-07
53	9	9	9.99999999999999889e-01	1.00932312900102513e-08	2.41043639603866211e-07
53	10	10	1.00000000000000222e+00	8.51949932178552402e-09	2.68647052048542889e-07
53	11	11	1.00000000000000200e+00	2.83374207428223638e-09	2.68816621074030593e-07
53	12	12	1.00000000000000000e+00	1.50655796507973358e-08	3.40941487042556446e-07
53	13	13	9.99999999999999001e-01	1.13413999434155014e-08	3.45721435479617867e-07
53	14	14	9.99999999999999334e-01	4.83876082081753722e-09	3.53724383894693517e-07
53	15	15	9.99999999999999334e-01	1.82679360981890631e-08	3.66701025322768714e-07
53	16	16	9.99999999999994227e-01	1.26282854548049249e-08	3.89724091887089230e-07
53	17	17	9.99999999999999223e-01	2.21766342304284740e-08	4.21406202377738737e-07
53	18	18	1.00000000000000022e+00	2.11459239132551509e-09	4.36972626749465576e-07
53	19	19	9.99999999999990119e-01	5.84165662745951694e-09	5.01945856434815596e-07
53	20	20	9.99999999999997446e-01	4.86583842661183973e-09	5.81640450247888907e-07
53	21	21	9.99999999999973133e-01	2.56480828351309850e-08	6.22458664389924365e-07
53	22	22	1.00000000000029354e+00	8.60812813987676717e-09	1.24104616583409211e-06
53	23	23	9.99999999999993450e-01	4.59665062916272391e-10	1.42285076254466958e-06
53	24	24	1.00000000000064748e+00	5.82849735769665076e-08	1.57644867737616323e-06
53	25	25	1.00000000000255818e+00	3.26394506094023569e-08	1.76984809829860978e-06
54	0	0	9.99999999999999334e-01	1.51588837981162447e-08	-1.68463470326396525e-08
54	1	1	9.99999999999999778e-01	1.51589035624580929e-08	-1.68463268057639226e-08
54	2	2	9.99999999999730105e-01	7.35432812264485824e-07	3.38533787808126263e-08
54	3	3	9.99999999999730216e-01	7.35432752782347574e-07	3.38533828886378174e-08
54	4	4	9.99999999999999889e-01	1.23040717182047367e-08	1.48510781394772806e-07
54	5	5	9.99999999999999889e-01	1.23040696517692438e-08	1.48510814701463545e-07
54	6	6	9.99999999999998002e-01	8.16325991415387704e-08	1.60971655949193604e-07
54	7	7	9.99999999999998668e-01	8.16323011634593653e-08	1.60971664886488952e-07
54	8	8	9.99999999999998890e-01	1.61880338544918926e-08	2.32417175949350963e-07
54	9	9	1.00000000000000022e+00	1.61880334183931184e-08	2.32417178502863919e-07
54	10	10	1.00000000000000244e+00	2.26592885729872200e-08	2.83330894079725226e-07
54	11	11	1.00000000000000222e+00	2.26593833268098892e-08	2.83330905737066985e-07
54	12	12	1.00000000000000000e+00	1.81265459284653197e-08	3.51181908886388783e-07
54	13	13	1.00000000000000155e+00	1.81265930681093073e-08	3.51181937197075911e-07
54	14	14	1.00000000000000022e+00	4.74611110111807121e-08	3.65029272364481017e-07
54	15	15	9.99999999999999223e-01	4.74665915929413234e-08	3.65029459103993759e-07
54	16	16	9.99999999999998224e-01	4.64897265940743728e-08	3.66682770591708618e-07
54	17	17	9.99999999999999001e-01	4.64953246164242746e-08	3.66682822994235380e-07
54	18	18	1.00000000000000067e+00	1.50949719460448101e-08	4.56714138508118594e-07
54	19	19	1.00000000000000067e+00	1.50949028873083736e-08	4.56714151386705680e-07
54	20	20	9.99999999999964029e-01	8.57818140098641358e-09	6.12033330682493215e-07
54	21	21	9.99999999999967248e-01	8.57817075788134358e-09	6.12033802083189471e-07
54	22	22	1.00000000000167111e+00	2.26812248685427716e-08	1.52562536559486261e-06
54	23	23	1.00000000000170997e+00	2.26813028725816944e-08	1.52562888189322621e-06
54	24	24	1.00000000000000022e+00	1.05463515856574808e-08	1.71273136206906429e-06
54	25	25	1.00000000000001421e+00	1.05461369154044319e-08	1.71273332849608551e-06
55	0	0	9.99999999999998224e-01	1.57954179880688385e-09	-3.82133142490248545e-08
55	1	1	9.99999999999998113e-01	5.20340336805132167e-09	-1.66215915543051901e-11
55	2	2	9.99999999999999778e-01	1.15120904019836203e-08	3.82681012711660884e-08
55	3	3	1.00000000000000022e+00	2.81585233669140538e-09	5.66324523942896008e-08
55	4	4	1.00000000000000044e+00	1.40050623800315312e-08	1.11430293436853844e-07
55	5	5	1.00000000000000133e+00	2.06613458374732537e-08	1.53127067248348681e-07
55	6	6	1.00000000000000111e+00	1.05802747332209988e-08	1.67390043992465820e-07
55	7	7	9.99999999999999778e-01	2.29317408523576400e-09	1.71068702592425126e-07
55	8	8	1.00000000000000133e+00	1.03886393778392230e-08	2.34539425880697650e-07
55	9	9	9.99999999999999667e-01	9.41395848690060979e-09	2.41089324171106512e-07
55	10	10	1.00000000000000200e+00	1.04672776188043493e-08	2.68666709657416902e-07
55	11	11	9.99999999999999778e-01	8.44491726402971088e-09	2.68800274483282919e-07
55	12	12	1.00000000000000044e+00	1.50598188045586443e-08	3.40927801434354194e-07
55	13	13	9.99999999999998224e-01	1.17155277165641467e-08	3.45894521247558373e-07
55	14	14	9.99999999999998890e-01	1.09156484718719321e-08	3.53765369887071301e-07
55	15	15	9.99999999999997224e-01	1.78369315503067682e-08	3.66878867730235925e-07
55	16	16	9.99999999999994116e-01	1.27034027357962367e-08	3.89682413670655592e-07
55	17	17	1.00000000000000067e+00	2.01954725766248999e-08	4.21198704581016159e-07
55	18	18	9.99999999999999334e-01	2.82903861590001357e-09	4.36972896089571350e-07
55	19	19	9.99999999999989564e-01	5.86910836540868582e-09	5.02013990821836842e-07
55	20	20	9.99999999999998113e-01	4.86468914901773400e-09	5.81312890490792711e-07
55	21	21	9.99999999999972911e-01	2.66316405423420746e-08	6.22093225377540193e-07
55	22	22	1.00000000000028932e+00	8.85749516325133350e-09	1.24156179293066771e-06
55	23	23	9.99999999999992784e-01	5.65991187127878835e-10	1.42312079498552180e-06
55	24	24	1.00000000000068545e+00	5.79787113147497105e-08	1.57759189178818815e-06
55	25	25	1.00000000000256550e+00	3.25406453115104708e-08	1.76844713806190157e-06
56	0	0	9.99999999999998113e-01	1.57954302829792282e-09	-3.82133151927144255e-08
56	1	1	9.99999999999998779e-01	5.20337183086869275e-09	-1.66226948519884385e-11
56	2	2	9.99999999999999778e-01	1.15120842942796568e-08	3.82681011462659981e-08
56	3	3	1.00000000000000111e+00	2.81585104901470451e-09	5.66324525330674788e-08
56	4	4	9.99999999999999556e-01	1.40050491311593968e-08	1.11430294602588020e-07
56	5	5	1.00000000000000000e+00	2.06614268357564760e-08	1.53127066526703715e-07
56	6	6	1.00000000000000133e+00	1.05803144067549376e-08	1.67390042604687039e-07
56	7	7	9.99999999999999778e-01	2.29321011298476136e-09	1.71068702148335916e-07
56	8	8	1.00000000000000244e+00	1.03886647798441035e-08	2.34539425880697650e-07
56	9	9	9.99999999999998668e-01	9.41394436924362614e-09	2.41089325503374141e-07
56	10	10	1.00000000000000355e+00	1.04670143289846799e-08	2.68666712432974464e-07
56	11	11	9.99999999999999778e-01	8.44407121302867259e-09	2.68800270930569241e-07
56	12	12	9.99999999999999889e-01	1.50598368118946370e-08	3.40927804098889453e-07
56	13	13	9.99999999999998890e-01	1.17155592868335633e-08	3.45894524578227447e-07
56	14	14	9.99999999999999667e-01	1.09156852516008192e-08	3.53765372107517351e-07
56	15	15	9.99999999999999112e-01	1.78368724440636087e-08	3.66878865953879085e-07
56	16	16	9.99999999999994449e-01	1.27034154859361691e-08	3.89682416779280061e-07
56	17	17	1.00000000000000133e+00	2.01954835982761872e-08	4.21198703692837739e-07
56	18	18	9.99999999999999556e-01	2.82904174659244407e-09	4.36972893202991486e-07
56	19	19	9.99999999999990452e-01	5.86909230863907179e-09	5.02013999703621039e-07
56	20	20	9.99999999999999889e-01	4.86470023899506964e-09	5.81312901148933747e-07
56	21	21	9.99999999999972689e-01	2.66316553095558030e-08	6.22093211388730083e-07
56	22	22	1.00000000000030731e+00	8.85752950842244353e-09	1.24156189329482913e-06
56	23	23	9.99999999999998668e-01	5.65919601328915619e-10	1.42312088291518535e-06
56	24	24	1.00000000000063505e+00	5.79791363827756741e-08	1.57759198149420854e-06
56	25	25	1.00000000000258038e+00	3.25409253625866401e-08	1.76844717625357362e-06
57	0	0	1.00000000000000000e+00	1.63512898511708072e-08	-1.68463477265290429e-08
57	1	1	9.99999999999999112e-01	1.63513197083986291e-08	-1.68463265420859543e-08
57	2	2	9.99999999999981348e-01	1.88692689891912476e-07	3.38533830135379077e-08
57	3	3	9.99999999999980904e-01	1.88692676467501250e-07	3.38533794747020167e-08
57	4	4	1.00000000000000022e+00	1.18975530571693223e-08	1.48510782782551587e-07
57	5	5	1.00000000000000067e+00	1.18975557142559937e-08	1.48510815867197721e-07
57	6	6	9.99999999999997224e-01	9.33652410725673673e-08	1.60971655616126696e-07
57	7	7	9.99999999999996225e-01	9.33648977819693285e-08	1.60971662999109810e-07
57	8	8	9.99999999999999445e-01	4.04421823170795882e-08	2.32417175283217148e-07
57	9	9	9.99999999999999445e-01	4.04421954279953242e-08	2.32417179724109246e-07
57	10	10	1.00000000000000155e+00	1.47327446149114442e-08	2.83330895523015158e-07
57	11	11	1.00000000000000178e+00	1.47328180887647914e-08	2.83330906514223102e-07
57	12	12	1.00000000000000111e+00	1.83897332506647618e-08	3.51181908220254968e-07
57	13	13	1.00000000000000111e+00	1.83897740180019700e-08	3.51181936308897491e-07
57	14	14	1.00000000000000022e+00	4.75457509540165775e-08	3.65029271920391807e-07
57	15	15	9.99999999999998890e-01	4.75510852695729180e-08	3.65029459103993759e-07
57	16	16	9.99999999999999889e-01	4.65183710812575076e-08	3.66682771479887037e-07
57	17	17	9.99999999999999223e-01	4.65238268043373360e-08	3.66682822106056960e-07
57	18	18	1.00000000000000067e+00	1.84706309917644925e-08	4.56714141616743063e-07
57	19	19	1.00000000000000044e+00	1.84705544895232173e-08	4.56714151830794890e-07
57	20	20	9.99999999999966693e-01	8.07236828748104431e-09	6.12033332458850055e-07
57	21	21	9.99999999999966471e-01	8.07238458600651735e-09	6.12033802749323286e-07
57	22	22	1.00000000000171796e+00	2.63963614586265612e-08	1.52562567912184477e-06
57	23	23	1.00000000000169953e+00	2.63964477305095997e-08	1.52562880995077421e-06
57	24	24	1.00000000000001510e+00	9.66312633348761876e-09	1.71273138072081110e-06
57	25	25	1.00000000000001799e+00	9.66283858678967092e-09	1.71273326188270403e-06
58	0	0	9.99999999999999778e-01	1.49325019889348427e-09	-3.82134369564246512e-08
58	1	1	9.99999999999999445e-01	5.20606059456263484e-09	-1.67292993016486188e-11
58	2	2	9.99999999999999334e-01	1.14839156158871750e-08	3.82696271478133454e-08
58	3	3	9.99999999999999556e-01	2.73545330469043204e-09	5.66343058838736368e-08
58	4	4	9.99999999999999778e-01	1.35751605542040212e-08	1.11439379668620830e-07
58	5	5	1.00000000000000178e+00	2.20865346028078299e-08	1.53139625147513669e-07
58	6	6	1.00000000000000200e+00	1.09056390842194694e-08	1.67368879977480844e-07
58	7	7	9.99999999999999112e-01	2.21739327919244266e-09	1.71067015497516905e-07
58	8	8	1.00000000000000222e+00	1.02604443453472918e-08	2.34564086487587531e-07
58	9	9	9.99999999999998779e-01	1.00932137648299745e-08	2.41043639159777001e-07
58	10	10	1.00000000000000289e+00	8.51951745712946678e-09	2.68647052381609797e-07
58	11	11	1.00000000000000022e+00	2.83374007415583551e-09	2.68816622184253617e-07
58	12	12	1.00000000000000044e+00	1.50656138569910005e-08	3.40941486931534143e-07
58	13	13	9.99999999999999001e-01	1.13414671400176022e-08	3.45721435257573262e-07
58	14	14	1.00000000000000000e+00	4.83879508840184128e-09	3.53724385671050356e-07
58	15	15	9.99999999999998890e-01	1.82678958761137504e-08	3.66701025988902529e-07
58	16	16	9.99999999999994671e-01	1.26282758969016537e-08	3.89724090110732391e-07
58	17	17	1.00000000000000111e+00	2.21766541380927868e-08	4.21406199491158873e-07
58	18	18	9.99999999999999112e-01	2.11458821023915024e-09	4.36972623196751897e-07
58	19	19	9.99999999999990452e-01	5.84166122081136360e-09	5.01945859987529275e-07
58	20	20	9.99999999999999112e-01	4.86582310185048597e-09	5.81640452690379561e-07
58	21	21	9.99999999999974021e-01	2.56481297182359435e-08	6.22458667720593439e-07
58	22	22	1.00000000000028044e+00	8.60814956120182767e-09	1.24104613741238268e-06
58	23	23	9.99999999999992784e-01	4.59662394632981059e-10	1.42285071014214282e-06
58	24	24	1.00000000000069256e+00	5.82849631897881347e-08	1.57644886922270189e-06
58	25	25	1.00000000000256817e+00	3.26394581992061605e-08	1.76984773414545771e-06
59	0	0	9.99999999999997891e-01	6.88304845492327070e-09	-4.73629095942840195e-08
59	1	1	9.99999999999998890e-01	5.10903895826404101e-09	1.20809468748261928e-08
59	2	2	1.00000000000000089e+00	6.15463576734322546e-09	3.54346880448996870e-08
59	3	3	9.99999999999998335e-01	7.13926673914818952e-09	6.77851403063645108e-08
59	4	4	1.00000000000000089e+00	1.96058429415276480e-08	1.24872891915650541e-07
59	5	5	1.00000000000000133e+00	1.15653341506528203e-08	1.53004919012378338e-07
59	6	6	9.99999999999998446e-01	1.73487104360395436e-08	1.57115333299095994e-07
59	7	7	1.00000000000000444e+00	1.19351870262870809e-08	1.80061307197831866e-07
59	8	8	1.00000000000000044e+00	6.19201021492326476e-09	1.85605837366153992e-07
59	9	9	1.00000000000000178e+00	8.18041014598229808e-09	2.24725354325272519e-07
59	10	10	1.00000000000000089e+00	2.16350677928294128e-08	2.76070722837751248e-07
59	11	11	1.00000000000000044e+00	1.56304606435305017e-08	3.18461249926293988e-07
59	12	12	9.99999999999997780e-01	1.07640753387783566e-08	3.26391943361592496e-07
59	13	13	1.00000000000000089e+00	8.52476776047785528e-09	3.29417381816909938e-07
59	14	14	1.00000000000000022e+00	5.13858424891081278e-09	3.60990997316790185e-07
59	15	15	9.99999999999997113e-01	1.97025771837504988e-08	3.71886651251429612e-07
59	16	16	9.99999999999999223e-01	2.12925136355482105e-08	3.86631081594757120e-07
59	17	17	9.99999999999995892e-01	1.17603956563243453e-08	4.06883161163662521e-07
59	18	18	1.00000000000000155e+00	9.06726202658173870e-09	4.58108406098389764e-07
59	19	19	9.99999999999993117e-01	1.83091807471776888e-08	5.30303021273326181e-07
59	20	20	9.99999999999977573e-01	6.59460581761412763e-09	6.27629035632182308e-07
59	21	21	9.99999999999992562e-01	1.19461934840154849e-09	7.24175218014266875e-07
59	22	22	1.00000000000001665e+00	5.20807473974092766e-10	1.14058204525591123e-06
59	23	23	1.00000000000027089e+00	4.01063484778600565e-08	1.26803681510523347e-06
59	24	24	1.00000000000068923e+00	4.15095546973972544e-10	1.49835968965561506e-06
59	25	25	1.00000000000241673e+00	1.68285754646768203e-08	1.92865819492737955e-06
60	0	0	9.99999999999999556e-01	1.41168229820568856e-08	-5.98606617885355519e-08
60	1	1	1.00000000000000044e+00	2.56876738097722034e-09	3.78105332876632616e-08
60	2	2	9.74490823563378239e-01	2.25872426085691691e-01	6.08834676285585630e-08
60	3	3	9.74490823563380126e-01	2.25872426085689554e-01	6.08834657411794211e-08
60	4	4	9.99999999999999112e-01	8.65603974149563220e-09	1.03360860259638088e-07
60	5	5	1.00000000000000133e+00	9.86464327247402965e-09	1.39962942125038126e-07
60	6	6	9.69850422563979353e-01	2.45558860959939534e-01	1.64729169471744541e-07
60	7	7	9.69850422563978909e-01	2.45558860959946251e-01	1.64729170581967566e-07
60	8	8	1.00000000000000777e+00	1.12044017288421729e-08	2.04698157424409999e-07
60	9	9	1.00000000000000000e+00	1.77231280869676292e-08	2.18656670769590278e-07
60	10	10	9.99999999999995115e-01	1.74732783203498191e-08	2.83306658466209171e-07
60	11	11	8.95949772044096204e-01	4.56180287437233600e-01	2.92502018606199954e-07
60	12	12	8.95949772044095316e-01	4.56180287437241483e-01	2.92502019050289164e-07
60	13	13	1.00000000000000022e+00	1.52024847363602724e-08	3.46573222231860711e-07
60	14	14	9.99999999999999001e-01	4.80964213185434468e-09	3.71833938972443434e-07
60	15	15	9.99999999999996003e-01	1.50974721103905592e-08	3.90547769679727708e-07
60	16	16	9.46645945065910377e-01	3.26662072382567503e-01	4.25397584047360056e-07
60	17	17	9.46645945065910266e-01	3.26662072382564506e-01	4.25397582937137031e-07
60	18	18	9.99999999999995892e-01	1.03657474159797254e-08	4.61167537935125438e-07
60	19	19	9.98541861589168467e-01	5.40025630737945919e-02	6.00455987376236067e-07
60	20	20	9.98541861589167690e-01	5.40025630737955009e-02	6.00455990040771326e-07
60	21	21	1.00000000000001021e+00	1.21904564780615396e-09	7.98283276814970577e-07
60	22	22	1.00000000000024825e+00	8.39510869331754467e-10	1.04248106014281916e-06
60	23	23	1.00000000000173772e+00	3.30270221460511899e-10	1.53482704856600094e-06
60	24	24	9.71856474402971737e-01	2.37248922391679495e-01	1.69897440027710900e-06
60	25	25	9.71856474402980619e-01	2.37248922391691403e-01	1.69897447399591783e-06
61	0	0	9.99999999999999334e-01	1.57954946302448589e-09	-3.82133150261809718e-08
61	1	1	9.99999999999999667e-01	5.20340142295277729e-09	-1.66229195393361590e-11
61	2	2	1.00000000000000022e+00	1.15121029546939403e-08	3.82681030891562912e-08
61	3	3	1.00000000000000022e+00	2.81585015990267500e-09	5.66324535877793522e-08
61	4	4	1.00000000000000022e+00	1.40050679319020290e-08	1.11430294658099172e-07
61	5	5	1.00000000000000133e+00	2.06613508948707522e-08	1.53127067636926739e-07
61	6	6	1.00000000000000133e+00	1.05802823374010989e-08	1.67390045047177694e-07
61	7	7	9.99999999999999889e-01	2.29319682497559127e-09	1.71068703258558941e-07
61	8	8	1.00000000000000200e+00	1.03886264210944668e-08	2.34539425214563835e-07
61	9	9	9.99999999999999112e-01	9.41395233174954488e-09	2.41089326058485653e-07
61	10	10	1.00000000000000289e+00	1.04671892435511497e-08	2.68666710101506112e-07
61	11	11	9.99999999999998890e-01	8.44448753915752509e-09	2.68800273706126802e-07
61	12	12	1.00000000000000000e+00	1.50598026199225231e-08	3.40927802433554916e-07
61	13	13	9.99999999999999889e-01	1.17155391967115923e-08	3.45894522468803700e-07
61	14	14	1.00000000000000067e+00	1.09155956432345684e-08	3.53765372329561956e-07
61	15	15	9.99999999999999223e-01	1.78369090135116713e-08	3.66878867952280530e-07
61	16	16	9.99999999999995670e-01	1.27034045154494156e-08	3.89682411672254148e-07
61	17	17	1.00000000000000155e+00	2.01954724719807588e-08	4.21198705247149974e-07
61	18	18	9.99999999999998668e-01	2.82904745478112822e-09	4.36972894979348325e-07
61	19	19	9.99999999999990896e-01	5.86910914777604008e-09	5.02013986602989348e-07
61	20	20	9.99999999999998890e-01	4.86467955852302135e-09	5.81312893377372575e-07
61	21	21	9.99999999999974243e-01	2.66316514933703224e-08	6.22093216273711391e-07
61	22	22	1.00000000000030043e+00	8.85747374792803083e-09	1.24156182002010951e-06
61	23	23	9.99999999999980904e-01	5.65930033898813514e-10	1.42312084872031619e-06
61	24	24	1.00000000000064682e+00	5.79790422014018026e-08	1.57759182339844983e-06
61	25	25	1.00000000000259504e+00	3.25408618072274333e-08	1.76844724020241983e-06
62	0	0	9.99999999999999334e-01	6.88304719693800615e-09	-4.73629095942840195e-08
62	1	1	9.99999999999999667e-01	5.10903545600231386e-09	1.20809470274818587e-08
62	2	2	1.00000000000000022e+00	6.15462613235281578e-09	3.54346872261102064e-08
62	3	3	9.99999999999999667e-01	7.13926858042227920e-09	6.77851431929443748e-08
62	4	4	9.99999999999999223e-01	1.96058214324531273e-08	1.24872892470762054e-07
62	5	5	1.00000000000000022e+00	1.15653249017465462e-08	1.53004917513577254e-07
62	6	6	9.99999999999998224e-01	1.73486811913784417e-08	1.57115332466428725e-07
62	7	7	1.00000000000000377e+00	1.19351922389824356e-08	1.80061307863965681e-07
62	8	8	1.00000000000000044e+00	6.19202939386026802e-09	1.85605835811841757e-07
62	9	9	1.00000000000000133e+00	8.18040347166443251e-09	2.24725354436294822e-07
62	10	10	1.00000000000000111e+00	2.16350497299469979e-08	2.76070721172416711e-07
62	11	11	1.00000000000000089e+00	1.56304274057928870e-08	3.18461247372781031e-07
62	12	12	9.99999999999998557e-01	1.07640629375904105e-08	3.26391942695458681e-07
62	13	13	1.00000000000000000e+00	8.52475979764144811e-09	3.29417381372820728e-07
62	14	14	9.99999999999999445e-01	5.13858520246568381e-09	3.60990996983723278e-07
62	15	15	9.99999999999996891e-01	1.97025925472461398e-08	3.71886649475072772e-07
62	16	16	9.99999999999998890e-01	2.12925145964926995e-08	3.86631082038846330e-07
62	17	17	9.99999999999995781e-01	1.17604101260130758e-08	4.06883160275484101e-07
62	18	18	9.99999999999999334e-01	9.06726467755430625e-09	4.58108408096791209e-07
62	19	19	9.99999999999992006e-01	1.83091619452353271e-08	5.30303017498567897e-07
62	20	20	9.99999999999977351e-01	6.59462765436376245e-09	6.27629034744003889e-07
62	21	21	9.99999999999994449e-01	1.19460822131561174e-09	7.24175216237910035e-07
62	22	22	9.99999999999990230e-01	5.20798162970175699e-10	1.14058207500988829e-06
62	23	23	1.00000000000024203e+00	4.01062958672392094e-08	1.26803689504129125e-06
62	24	24	1.00000000000070166e+00	4.15088506064179769e-10	1.49835987706126161e-06
62	25	25	1.00000000000236500e+00	1.68285521189805848e-08	1.92865783876783325e-06
63	0	0	1.00000000000000022e+00	2.17515507645295400e-08	-6.37669422542952447e-08
63	1	1	1.00000000000000044e+00	1.87101071062873762e-08	3.27231261948446317e-08
63	2	3	9.29879342417214594e-01	1.12439791747625395e+00	7.59736569211355572e-08
63	3	2	9.29879342417215815e-01	1.12439791747246964e+00	7.59749904655215857e-08
63	4	4	9.99999999999999778e-01	2.52769844039706591e-08	1.15801572664331331e-07
63	5	5	9.91297612059316213e-01	1.31927161187725628e-01	1.35926672750752431e-07
63	6	6	9.91297612059317546e-01	1.31927161202109178e-01	1.35936749467990836e-07
63	7	7	1.00000000000000933e+00	1.03619005357343796e-08	1.84331345187693785e-07
63	8	9	8.66013957196718476e-01	9.99980174219219031e-01	1.96916529526802719e-07
63	9	8	8.66013957196718920e-01	9.99980174022851109e-01	1.96925942441694701e-07
63	10	10	9.99999999999996336e-01	2.10696646166954347e-08	2.64879850830901376e-07
