kpoint	source_band	reference_band	dominant_amplitude	phase_residual	eigenvalue_difference_ha
12	13	12	9.83790924115592214e-01	1.28115625985883597e+00	3.10579816420464283e-07
12	14	15	7.55910664760442885e-01	8.31053812984244744e-01	3.94084400445748884e-07
12	15	14	7.55910664760442774e-01	8.31053812843436490e-01	3.94416285409704415e-07
12	16	16	9.99999999999991229e-01	3.33554419768475904e-08	4.20337460838027255e-07
12	17	17	7.65414179248320115e-01	6.84961050676282435e-01	4.53074651574070231e-07
12	18	18	7.65414179248319337e-01	6.84961050729768095e-01	4.53262477106974870e-07
12	19	19	1.00000000000000799e+00	2.79924524202579166e-08	5.84302879858000779e-07
12	20	20	9.42275209741208375e-01	3.39778722717900383e-01	7.98968337711869481e-07
12	21	21	9.42275209741208708e-01	3.39778722717246517e-01	7.99443300447677530e-07
12	22	23	9.47802840985911388e-01	1.16717009753028456e+00	1.34451274336200299e-06
12	23	22	9.47802840985904171e-01	1.16717009753327949e+00	1.34459671263797986e-06
12	24	24	1.00000000000113176e+00	1.18802770564901907e-08	1.43769923788283904e-06
12	25	25	1.00000000000113753e+00	7.94775070712842352e-09	2.10263106659169807e-06
13	0	0	9.99999999999998446e-01	6.86885252214181625e-09	-4.73630070996211572e-08
13	1	1	9.99999999999999556e-01	4.99728260962600495e-09	1.20823276453241313e-08
13	2	2	1.00000000000000022e+00	6.46963136530440981e-09	3.54403629082566951e-08
13	3	3	9.99999999999999334e-01	7.34020843934525047e-09	6.77900679757481583e-08
13	4	4	9.99999999999999556e-01	2.05752626217622268e-08	1.24861982031543306e-07
13	5	5	9.99999999999999667e-01	1.10203056230330578e-08	1.53001828429033537e-07
13	6	6	1.00000000000000022e+00	1.68328857335712683e-08	1.57091915531371029e-07
13	7	7	1.00000000000000444e+00	1.22728871456636625e-08	1.80090047430248035e-07
13	8	8	9.99999999999998890e-01	4.02793233015264130e-09	1.85549141384910854e-07
13	9	9	1.00000000000000200e+00	8.81508391404904245e-09	2.24596365616669402e-07
13	10	10	1.00000000000000222e+00	2.42763222582956185e-08	2.76668660204038019e-07
13	11	11	9.99999999999999556e-01	1.57966471653976213e-08	3.18397957776994645e-07
13	12	12	9.99999999999997446e-01	1.18001632095545868e-08	3.26604244094141904e-07
13	13	13	1.00000000000000044e+00	6.00841210739400184e-09	3.29332303650176073e-07
13	14	14	9.99999999999999445e-01	3.20291217466033930e-09	3.61195601206176775e-07
13	15	15	9.99999999999995892e-01	2.37992297947174830e-08	3.71586351466390852e-07
13	16	16	1.00000000000000000e+00	3.01853488303656355e-08	3.85955955417571772e-07
13	17	17	9.99999999999996003e-01	1.55721999307829090e-08	4.06936488506204341e-07
13	18	18	1.00000000000000044e+00	7.47391179365058938e-09	4.57949974608240495e-07
13	19	19	9.99999999999992228e-01	1.80329241556153204e-08	5.30313382318681192e-07
13	20	20	9.99999999999976574e-01	4.47617903101205317e-09	6.28561811488737021e-07
13	21	21	9.99999999999999223e-01	7.33563866316561601e-10	7.24859500422780911e-07
13	22	22	9.99999999999987788e-01	4.76598018725809907e-10	1.13981701588272699e-06
13	23	23	1.00000000000026712e+00	3.95468203810021287e-08	1.26383483101122351e-06
13	24	24	1.00000000000070366e+00	3.46690505016853696e-10	1.49934718418620605e-06
13	25	25	1.00000000000235700e+00	1.65742394774040084e-08	1.92901763629294010e-06
14	0	0	9.99999999999999223e-01	1.49322048552193166e-09	-3.82134366927466829e-08
14	1	1	9.99999999999999556e-01	5.20605110111151419e-09	-1.67299938551128402e-11
14	2	2	1.00000000000000022e+00	1.14838714589258959e-08	3.82696251910452645e-08
14	3	3	9.99999999999998668e-01	2.73545616226940583e-09	5.66343093810761644e-08
14	4	4	1.00000000000000133e+00	1.35751291562205700e-08	1.11439382111111485e-07
14	5	5	1.00000000000000044e+00	2.20865612420801967e-08	1.53139624814446762e-07
14	6	6	1.00000000000000089e+00	1.09056508955610144e-08	1.67368879699925088e-07
14	7	7	9.99999999999998113e-01	2.21739003916874149e-09	1.71067015219961149e-07
14	8	8	1.00000000000000200e+00	1.02604550831442992e-08	2.34564087486788253e-07
14	9	9	1.00000000000000022e+00	1.00932359966829683e-08	2.41043641491245353e-07
14	10	10	1.00000000000000244e+00	8.51943577183988013e-09	2.68647054713078148e-07
14	11	11	1.00000000000000067e+00	2.83374572958185923e-09	2.68816624848788877e-07
14	12	12	1.00000000000000044e+00	1.50656382597046669e-08	3.40941485710288816e-07
14	13	13	9.99999999999999667e-01	1.13414178517235107e-08	3.45721439476420755e-07
14	14	14	9.99999999999999334e-01	4.83878147409496739e-09	3.53724386448206474e-07
14	15	15	9.99999999999999778e-01	1.82678630858554427e-08	3.66701025988902529e-07
14	16	16	9.99999999999995226e-01	1.26282650176459685e-08	3.89724091220955415e-07
14	17	17	1.00000000000000133e+00	2.21766961340593186e-08	4.21406201933649527e-07
14	18	18	1.00000000000000111e+00	2.11460210796053472e-09	4.36972626305376366e-07
14	19	19	9.99999999999991562e-01	5.84163278760620966e-09	5.01945858877306250e-07
14	20	20	9.99999999999999556e-01	4.86583010727411212e-09	5.81640458463539289e-07
14	21	21	9.99999999999976019e-01	2.56481055185822333e-08	6.22458656840407798e-07
14	22	22	1.00000000000029909e+00	8.60819379713455930e-09	1.24104623111520596e-06
14	23	23	9.99999999999981348e-01	4.59664323046429997e-10	1.42285073900794146e-06
14	24	24	1.00000000000066547e+00	5.82851871850418437e-08	1.57644875908857784e-06
14	25	25	1.00000000000253375e+00	3.26395985944745006e-08	1.76984769773014250e-06
15	0	0	9.99999999999998668e-01	1.41632841295033971e-08	-5.98605642276872629e-08
15	1	1	9.99999999999999778e-01	2.79027914293891761e-09	3.78068809731013644e-08
15	2	3	9.43824798742787352e-01	1.15719809182763989e+00	6.08834652970902113e-08
15	3	2	9.43824798742788018e-01	1.15719809182764166e+00	6.08834640480893086e-08
15	4	4	1.00000000000000067e+00	9.10323682903251077e-09	1.03367774062501638e-07
15	5	5	1.00000000000000111e+00	1.01826996289640876e-08	1.40033598550193261e-07
15	6	6	9.40593536855942602e-01	3.44692507832628170e-01	1.64729168528054970e-07
15	7	7	9.40593536855941492e-01	3.44692507832621953e-01	1.64729170748501019e-07
15	8	8	1.00000000000000755e+00	1.04312750693540296e-08	2.04799593284121784e-07
15	9	9	1.00000000000000155e+00	2.53570094762503429e-14	2.18849710131863162e-07
15	10	10	9.99999999999994005e-01	1.88714428779802217e-08	2.83344639195881598e-07
15	11	11	9.72215409568974454e-01	2.35731161546635481e-01	2.92502017829043837e-07
15	12	12	9.72215409568974009e-01	2.35731161546641560e-01	2.92502017273932324e-07
15	13	13	9.99999999999999223e-01	1.31538255907962960e-08	3.46329378175802560e-07
15	14	14	1.00000000000000000e+00	4.69130296786595828e-14	3.71406682964092738e-07
15	15	15	9.99999999999996225e-01	1.06583834170897467e-08	3.90634860902849823e-07
15	16	16	9.81508303418322292e-01	1.92310668053756378e-01	4.25397582715092426e-07
15	17	17	9.81508303418323180e-01	1.92310668053760569e-01	4.25397581382824796e-07
15	18	18	9.99999999999996558e-01	8.01559186241730800e-09	4.60716256700521853e-07
15	19	19	9.95407972546285436e-01	9.58334748278797388e-02	6.00455983379433178e-07
15	20	20	9.95407972546286324e-01	9.58334748278814319e-02	6.00455987376236067e-07
15	21	21	9.99999999999994338e-01	1.00345051894177701e-09	7.97875075786436128e-07
15	22	22	1.00000000000028044e+00	7.54658753690217189e-10	1.04354028751529881e-06
15	23	23	1.00000000000176237e+00	2.48685363933902565e-10	1.53417463888416705e-06
15	24	24	9.94701042490866771e-01	1.02946175329148237e-01	1.69897446955502573e-06
15	25	25	9.94701042490877207e-01	1.02946175329148543e-01	1.69897445978506312e-06
16	0	0	1.00000000000000044e+00	2.17515339806698964e-08	-6.37669423375619715e-08
16	1	1	1.00000000000000044e+00	1.87101297405943552e-08	3.27231247376769119e-08
16	2	3	9.29093729163839144e-01	1.12263587162727041e+00	7.59736606681382654e-08
16	3	2	9.29093729163840476e-01	1.12263587162347922e+00	7.59749877177195998e-08
16	4	4	1.00000000000000022e+00	2.52770474157040311e-08	1.15801572941887088e-07
16	5	6	9.86429195626863486e-01	1.29291359538952033e+00	1.35926673028308187e-07
16	6	5	9.86429195626865596e-01	1.29291359553080754e+00	1.35936749523501987e-07
16	7	7	1.00000000000000755e+00	1.03618834866640135e-08	1.84331343300314643e-07
16	8	9	9.26772406388803871e-01	1.11747630165343503e+00	1.96916530637025744e-07
16	9	8	9.26772406388803871e-01	1.11747630143395726e+00	1.96925940998404769e-07
16	10	10	9.99999999999995115e-01	2.10696454504148176e-08	2.64879851274990585e-07
16	11	11	9.99999999999997891e-01	1.87876044592115326e-08	3.06288445606206494e-07
16	12	12	9.50952725953635558e-01	3.13200491566089256e-01	3.10484051246895376e-07
16	13	13	9.50952725953636335e-01	3.13200491576296314e-01	3.10579816642508888e-07
16	14	15	7.49089965896236998e-01	8.21622442237404105e-01	3.94084401555971908e-07
16	15	14	7.49089965896237109e-01	8.21622442098200567e-01	3.94416285187659810e-07
16	16	16	9.99999999999990896e-01	3.33554186801474761e-08	4.20337460615982650e-07
16	17	18	8.74008590560201748e-01	1.01399164755030191e+00	4.53074651574070231e-07
16	18	17	8.74008590560202081e-01	1.01399164762946747e+00	4.53262474886528821e-07
16	19	19	1.00000000000000799e+00	2.79924906980052368e-08	5.84302885409115902e-07
16	20	20	8.37260244892573779e-01	5.70508115557220696e-01	7.98968339488226320e-07
16	21	21	8.37260244892575889e-01	5.70508115556119577e-01	7.99443293786339382e-07
16	22	23	8.78456428757264041e-01	1.02193692596447971e+00	1.34451266031732075e-06
16	23	22	8.78456428757266150e-01	1.02193692596706964e+00	1.34459677836318292e-06
16	24	24	1.00000000000114930e+00	1.18802198700056602e-08	1.43769912952507184e-06
16	25	25	1.00000000000112932e+00	7.94768638651366753e-09	2.10263074240657488e-06
17	0	0	9.99999999999997669e-01	1.41168226595075814e-08	-5.98606620938468836e-08
17	1	1	1.00000000000000000e+00	2.56876580302059509e-09	3.78105326215294468e-08
17	2	2	7.61498788932311044e-01	6.90653619454898782e-01	6.08834632986887669e-08
17	3	3	7.61498788932310600e-01	6.90653619454903556e-01	6.08834656024015430e-08
17	4	4	1.00000000000000022e+00	8.65603567871962203e-09	1.03360858039192038e-07
17	5	5	1.00000000000000022e+00	9.86464400600285632e-09	1.39962942347082731e-07
17	6	6	7.48891063545305880e-01	7.08673314919029185e-01	1.64729168417032668e-07
17	7	7	7.48891063545305768e-01	7.08673314919053721e-01	1.64729169194188785e-07
17	8	8	1.00000000000000888e+00	1.12044003938618476e-08	2.04698157979521511e-07
17	9	9	9.99999999999998779e-01	1.77231246315367532e-08	2.18656672101857907e-07
17	10	10	9.99999999999996003e-01	1.74732900754447649e-08	2.83306658244164566e-07
17	11	11	8.79111491896481745e-01	4.91708261814615410e-01	2.92502017162910022e-07
17	12	12	8.79111491896481079e-01	4.91708261814612746e-01	2.92502015053486275e-07
17	13	13	9.99999999999999112e-01	1.52024891961433364e-08	3.46573223009016829e-07
17	14	14	9.99999999999999889e-01	4.80964804167339154e-09	3.71833939860621854e-07
17	15	15	9.99999999999995115e-01	1.50974545826882468e-08	3.90547773232441386e-07
17	16	17	8.42678414570186884e-01	9.60815061066681575e-01	4.25397582048958611e-07
17	17	16	8.42678414570186662e-01	9.60815061066691234e-01	4.25397583825315451e-07
17	18	18	9.99999999999994782e-01	1.03657526707423956e-08	4.61167539267393067e-07
17	19	19	9.96500374003166267e-01	8.36615322963047275e-02	6.00455990262815931e-07
17	20	20	9.96500374003165934e-01	8.36615322963033675e-02	6.00455983379433178e-07
17	21	21	1.00000000000001110e+00	1.21904554771080751e-09	7.98283283920397935e-07
17	22	22	1.00000000000028288e+00	8.39510932718272384e-10	1.04248110499582936e-06
17	23	23	1.00000000000172085e+00	3.30255995317113078e-10	1.53482688691752855e-06
17	24	24	9.84628530253952805e-01	1.75336646147492586e-01	1.69897454416201299e-06
17	25	25	9.84628530253946477e-01	1.75336646147500858e-01	1.69897444823874366e-06
18	0	0	9.99999999999997891e-01	1.57955226608111167e-09	-3.82133151927144255e-08
18	1	1	9.99999999999999001e-01	5.20336933068584533e-09	-1.66228301062094561e-11
18	2	2	1.00000000000000044e+00	1.15120883516901996e-08	3.82681009242213932e-08
18	3	3	1.00000000000000000e+00	2.81584837272664613e-09	5.66324537265572303e-08
18	4	4	1.00000000000000133e+00	1.40050454488589812e-08	1.11430293825431903e-07
18	5	5	1.00000000000000178e+00	2.06614408616468631e-08	1.53127066415681412e-07
18	6	6	1.00000000000000222e+00	1.05803194138729806e-08	1.67390041494464015e-07
18	7	7	1.00000000000000000e+00	2.29322174124266058e-09	1.71068704368781965e-07
18	8	8	1.00000000000000133e+00	1.03886546723795182e-08	2.34539425103541532e-07
18	9	9	9.99999999999999778e-01	9.41394655036538168e-09	2.41089323838039604e-07
18	10	10	1.00000000000000311e+00	1.04671001343102880e-08	2.68666710989684532e-07
18	11	11	9.99999999999999667e-01	8.44425872913009580e-09	2.68800273484082197e-07
18	12	12	9.99999999999999778e-01	1.50598155638337657e-08	3.40927801989465706e-07
18	13	13	9.99999999999998668e-01	1.17155865757604394e-08	3.45894523579026725e-07
18	14	14	9.99999999999999334e-01	1.09156953546715517e-08	3.53765372107517351e-07
18	15	15	9.99999999999999112e-01	1.78368745036670944e-08	3.66878867064102110e-07
18	16	16	9.99999999999996003e-01	1.27034181513407818e-08	3.89682415891101641e-07
18	17	17	1.00000000000000133e+00	2.01954797673553409e-08	4.21198703248748529e-07
18	18	18	1.00000000000000089e+00	2.82904315298786587e-09	4.36972893202991486e-07
18	19	19	9.99999999999990230e-01	5.86908181411076066e-09	5.02013997927264199e-07
18	20	20	9.99999999999999001e-01	4.86468998452870714e-09	5.81312897374175463e-07
18	21	21	9.99999999999974132e-01	2.66316507146725952e-08	6.22093212054863898e-07
18	22	22	1.00000000000030553e+00	8.85755476010211544e-09	1.24156187020219022e-06
18	23	23	9.99999999999986455e-01	5.65898831476748424e-10	1.42312080519957362e-06
18	24	24	1.00000000000063349e+00	5.79789729948357863e-08	1.57759194951978543e-06
18	25	25	1.00000000000258948e+00	3.25408168738137609e-08	1.76844685295662885e-06
19	0	0	9.99999999999998557e-01	6.88308119456917769e-09	-4.73629096220395951e-08
19	1	1	9.99999999999998668e-01	5.10904791507240619e-09	1.20809460768533938e-08
19	2	2	9.99999999999999223e-01	6.15463909440840576e-09	3.54346871567212673e-08
19	3	3	9.99999999999999112e-01	7.13927077929746233e-09	6.77851386687855495e-08
19	4	4	9.99999999999999112e-01	1.96059007039682204e-08	1.24872892137695146e-07
19	5	5	9.99999999999999556e-01	1.15653261013455046e-08	1.53004919845045606e-07
19	6	6	9.99999999999998446e-01	1.73487138897156553e-08	1.57115332855006784e-07
19	7	7	1.00000000000000400e+00	1.19351704792161942e-08	1.80061307253343017e-07
19	8	8	1.00000000000000000e+00	6.19200733248538109e-09	1.85605836922064782e-07
19	9	9	1.00000000000000067e+00	8.18042546204777172e-09	2.24725355102428637e-07
19	10	10	1.00000000000000000e+00	2.16350637215587623e-08	2.76070723725929668e-07
19	11	11	9.99999999999999778e-01	1.56304854426442816e-08	3.18461250370383198e-07
19	12	12	9.99999999999998002e-01	1.07640694832550622e-08	3.26391943472614798e-07
19	13	13	1.00000000000000111e+00	8.52476406091374520e-09	3.29417382260999148e-07
19	14	14	1.00000000000000022e+00	5.13857057983265357e-09	3.60990998204968605e-07
19	15	15	9.99999999999996225e-01	1.97025771616451127e-08	3.71886653693920266e-07
19	16	16	9.99999999999998890e-01	2.12925201539877807e-08	3.86631082927024750e-07
19	17	17	9.99999999999995226e-01	1.17603790745511011e-08	4.06883161829796336e-07
19	18	18	1.00000000000000067e+00	9.06726383173544837e-09	4.58108406764523579e-07
19	19	19	9.99999999999992228e-01	1.83092182221254721e-08	5.30303029933065773e-07
19	20	20	9.99999999999976685e-01	6.59468613809879719e-09	6.27629030081067185e-07
19	21	21	9.99999999999995559e-01	1.19460532971445576e-09	7.24175217126088455e-07
19	22	22	1.00000000000000977e+00	5.20795817568757663e-10	1.14058213362966399e-06
19	23	23	1.00000000000024114e+00	4.01063236406711927e-08	1.26803688926813152e-06
19	24	24	1.00000000000069234e+00	4.15095802738543751e-10	1.49835958573873995e-06
19	25	25	1.00000000000241895e+00	1.68285465461248357e-08	1.92865844184098023e-06
20	0	0	9.99999999999999112e-01	1.41168215632766940e-08	-5.98606618718022787e-08
20	1	1	9.99999999999999667e-01	2.56876770163668572e-09	3.78105326770405981e-08
20	2	2	8.82387933659896206e-01	4.84999105819855725e-01	6.08834651028011820e-08
20	3	3	8.82387933659896762e-01	4.84999105819857779e-01	6.08834665183355384e-08
20	4	4	1.00000000000000044e+00	8.65603915960114489e-09	1.03360859149415063e-07
20	5	5	1.00000000000000266e+00	9.86464836458017389e-09	1.39962943124238848e-07
20	6	6	8.42537148355049004e-01	5.61182412196622016e-01	1.64729169749300297e-07
20	7	7	8.42537148355049892e-01	5.61182412196650104e-01	1.64729170804012170e-07
20	8	8	1.00000000000000888e+00	1.12044035618440214e-08	2.04698157868499209e-07
20	9	9	9.99999999999999667e-01	1.77231339631304382e-08	2.18656670436523370e-07
20	10	10	9.99999999999995115e-01	1.74732842698040232e-08	2.83306657133941542e-07
20	11	11	8.92176523608141703e-01	4.64378026474479288e-01	2.92502017273932324e-07
20	12	12	8.92176523608141370e-01	4.64378026474488892e-01	2.92502017495976929e-07
20	13	13	9.99999999999999556e-01	1.52024880409035811e-08	3.46573222564927619e-07
20	14	14	1.00000000000000022e+00	4.80963934043958601e-09	3.71833936974041990e-07
20	15	15	9.99999999999996003e-01	1.50974695470445857e-08	3.90547771011995337e-07
20	16	16	9.94542108160663685e-01	1.04478627692056861e-01	4.25397583603270846e-07
20	17	17	9.94542108160663574e-01	1.04478627692053752e-01	4.25397585379627685e-07
20	18	18	9.99999999999996447e-01	1.03657522179902688e-08	4.61167537713080833e-07
20	19	19	9.98986188477948178e-01	4.50291354783886807e-02	6.00455987154191462e-07
20	20	20	9.98986188477948511e-01	4.50291354783889444e-02	6.00455989596682116e-07
20	21	21	1.00000000000001021e+00	1.21904658691124034e-09	7.98283287473111614e-07
20	22	22	1.00000000000026534e+00	8.39511213986002677e-10	1.04248106591597889e-06
20	23	23	1.00000000000172662e+00	3.30263378353451669e-10	1.53482695086637477e-06
20	24	24	9.97188196859309595e-01	7.49907079551705991e-02	1.69897439761257374e-06
20	25	25	9.97188196859316256e-01	7.49907079551739991e-02	1.69897445534417102e-06
21	0	0	9.99999999999998779e-01	2.17515502952750971e-08	-6.37669423098063959e-08
21	1	1	1.00000000000000022e+00	1.87101041862610894e-08	3.27231250984993949e-08
21	2	2	7.33374087880336423e-01	7.30240935197190466e-01	7.59736594191373626e-08
21	3	3	7.33374087880337089e-01	7.30240935194726215e-01	7.59749900214323759e-08
21	4	4	1.00000000000000089e+00	2.52769837042005506e-08	1.15801572941887088e-07
21	5	6	9.68726744982915666e-01	1.22627077415765662e+00	1.35926671529507104e-07
21	6	5	9.68726744982918886e-01	1.22627077429167541e+00	1.35936751188836524e-07
21	7	7	1.00000000000000888e+00	1.03619019865237825e-08	1.84331346297916809e-07
21	8	9	7.93925001504475869e-01	8.85420012793215028e-01	1.96916529082713510e-07
21	9	8	7.93925001504476757e-01	8.85420012619347441e-01	1.96925940443293257e-07
21	10	10	9.99999999999997669e-01	2.10696660290582846e-08	2.64879850386812166e-07
21	11	11	1.00000000000000000e+00	1.87875941074267788e-08	3.06288446938474124e-07
21	12	12	8.93634496394646205e-01	4.61227716892799067e-01	3.10484051468939981e-07
21	13	13	8.93634496394646094e-01	4.61227716907823826e-01	3.10579816309441981e-07
21	14	14	9.36274092450564810e-01	3.57003942450111078e-01	3.94084400445748884e-07
21	15	15	9.36274092450566031e-01	3.57003942389626905e-01	3.94416282745169156e-07
21	16	16	9.99999999999992117e-01	3.33553901539471679e-08	4.20337461060071860e-07
21	17	18	8.90722624077259328e-01	1.04446421138056156e+00	4.53074653794516280e-07
21	18	17	8.90722624077259550e-01	1.04446421146210766e+00	4.53262477551064080e-07
21	19	19	1.00000000000000799e+00	2.79924068984598385e-08	5.84302883188669853e-07
21	20	20	8.70235755765830565e-01	5.09439386218386581e-01	7.98968358139973134e-07
21	21	21	8.70235755765831454e-01	5.09439386217399481e-01	7.99443318211245924e-07
21	22	23	9.14205121178391034e-01	1.09064039041550265e+00	1.34451271449620435e-06
21	23	22	9.14205121178396141e-01	1.09064039041827976e+00	1.34459677081366635e-06
21	24	24	1.00000000000117173e+00	1.18801463890050539e-08	1.43769917393399282e-06
21	25	25	1.00000000000107137e+00	7.94766103930968130e-09	2.10263107280894701e-06
22	0	0	9.99999999999999112e-01	6.88304841604255177e-09	-4.73629095387728682e-08
22	1	1	9.99999999999999889e-01	5.10903428703986880e-09	1.20809462780813170e-08
22	2	2	1.00000000000000133e+00	6.15462101165244314e-09	3.54346864211985135e-08
22	3	3	1.00000000000000067e+00	7.13926772483134945e-09	6.77851396957418473e-08
22	4	4	1.00000000000000044e+00	1.96058259300430338e-08	1.24872891804628239e-07
22	5	5	1.00000000000000044e+00	1.15653249337838403e-08	1.53004918568289128e-07
22	6	6	9.99999999999999112e-01	1.73486847035045185e-08	1.57115333521140599e-07
22	7	7	1.00000000000000444e+00	1.19351948971438098e-08	1.80061307364365319e-07
22	8	8	1.00000000000000044e+00	6.19202493632550818e-09	1.85605835589797152e-07
22	9	9	1.00000000000000178e+00	8.18040551102156096e-09	2.24725352993004890e-07
22	10	10	1.00000000000000222e+00	2.16350372903815225e-08	2.76070722504684340e-07
22	11	11	1.00000000000000155e+00	1.56304365382771444e-08	3.18461249038115568e-07
22	12	12	9.99999999999998446e-01	1.07640638793922576e-08	3.26391943250570193e-07
22	13	13	1.00000000000000000e+00	8.52476302600253584e-09	3.29417384925534407e-07
22	14	14	1.00000000000000089e+00	5.13858463602309164e-09	3.60991000758481562e-07
22	15	15	9.99999999999997446e-01	1.97025920254844951e-08	3.71886649919161982e-07
22	16	16	1.00000000000000022e+00	2.12925168070305577e-08	3.86631082038846330e-07
22	17	17	9.99999999999996669e-01	1.17604059274052955e-08	4.06883162051840941e-07
22	18	18	1.00000000000000022e+00	9.06725966702420115e-09	4.58108407430657394e-07
22	19	19	9.99999999999993894e-01	1.83091726770345405e-08	5.30303023715816835e-07
22	20	20	9.99999999999976796e-01	6.59462666427913147e-09	6.27629035188093098e-07
22	21	21	9.99999999999994005e-01	1.19460678916654217e-09	7.24175210020661098e-07
22	22	22	9.99999999999986566e-01	5.20795937034042283e-10	1.14058208877665379e-06
22	23	23	1.00000000000026024e+00	4.01063280820145811e-08	1.26803693412114171e-06
22	24	24	1.00000000000071720e+00	4.15089880469954025e-10	1.49835985574497954e-06
22	25	25	1.00000000000239542e+00	1.68285642981824226e-08	1.92865800485719774e-06
23	0	0	9.99999999999999334e-01	1.57954650262184130e-09	-3.82133146237251253e-08
23	1	1	9.99999999999998890e-01	5.20339894706010262e-09	-1.66208387385267248e-11
23	2	2	9.99999999999999445e-01	1.15121079399770604e-08	3.82681040050902865e-08
23	3	3	1.00000000000000067e+00	2.81584552499969784e-09	5.66324548922914062e-08
23	4	4	9.99999999999998779e-01	1.40050672051768125e-08	1.11430292770720030e-07
23	5	5	1.00000000000000044e+00	2.06613470392073687e-08	1.53127067414882134e-07
23	6	6	1.00000000000000089e+00	1.05802792059767943e-08	1.67390043437354308e-07
23	7	7	9.99999999999998890e-01	2.29318881465220345e-09	1.71068702981003185e-07
23	8	8	1.00000000000000089e+00	1.03886256825305735e-08	2.34539424659452322e-07
23	9	9	9.99999999999999556e-01	9.41394874300727335e-09	2.41089324171106512e-07
23	10	10	1.00000000000000133e+00	1.04672552099830234e-08	2.68666709879461507e-07
23	11	11	9.99999999999999445e-01	8.44469597280123230e-09	2.68800277591907388e-07
23	12	12	1.00000000000000044e+00	1.50598022854193688e-08	3.40927802100488009e-07
23	13	13	9.99999999999999334e-01	1.17155272730663594e-08	3.45894522357781398e-07
23	14	14	9.99999999999999889e-01	1.09155862481522766e-08	3.53765372773651166e-07
23	15	15	1.00000000000000000e+00	1.78369128671218436e-08	3.66878867286146715e-07
23	16	16	9.99999999999994893e-01	1.27034102459275026e-08	3.89682413226566382e-07
23	17	17	1.00000000000000111e+00	2.01954805825903934e-08	4.21198704358971554e-07
23	18	18	9.99999999999999778e-01	2.82905337900000071e-09	4.36972897421838979e-07
23	19	19	9.99999999999990563e-01	5.86910644648258021e-09	5.02013989489569212e-07
23	20	20	9.99999999999999112e-01	4.86467862805059720e-09	5.81312893599417180e-07
23	21	21	9.99999999999973133e-01	2.66316535585467455e-08	6.22093223157094144e-07
23	22	22	1.00000000000029110e+00	8.85752850585280333e-09	1.24156180847379005e-06
23	23	23	9.99999999999989009e-01	5.65970856992269101e-10	1.42312079676187864e-06
23	24	24	1.00000000000064970e+00	5.79789631234357463e-08	1.57759176389049571e-06
23	25	25	1.00000000000258771e+00	3.25408091726647765e-08	1.76844709631751584e-06
24	0	0	9.99999999999999223e-01	1.57954373065225774e-09	-3.82133151649588498e-08
24	1	1	9.99999999999998446e-01	5.20337032737888510e-09	-1.66224479656012364e-11
24	2	2	9.99999999999999778e-01	1.15120820755712593e-08	3.82681021871000837e-08
24	3	3	1.00000000000000044e+00	2.81584884649780786e-09	5.66324536155349278e-08
24	4	4	9.99999999999999778e-01	1.40050454166772151e-08	1.11430294824632625e-07
24	5	5	1.00000000000000133e+00	2.06614493996429622e-08	1.53127066471192563e-07
24	6	6	1.00000000000000067e+00	1.05803075889395330e-08	1.67390042160597829e-07
24	7	7	1.00000000000000089e+00	2.29320601714465590e-09	1.71068702092824765e-07
24	8	8	1.00000000000000000e+00	1.03886627199186279e-08	2.34539426213764557e-07
24	9	9	1.00000000000000022e+00	9.41393859318428759e-09	2.41089323282928092e-07
24	10	10	1.00000000000000178e+00	1.04670858528616433e-08	2.68666711433773742e-07
24	11	11	9.99999999999999334e-01	8.44432651009737146e-09	2.68800272040792265e-07
24	12	12	9.99999999999999778e-01	1.50598308135087788e-08	3.40927803099688731e-07
24	13	13	9.99999999999998779e-01	1.17155467923515191e-08	3.45894524689249749e-07
24	14	14	1.00000000000000089e+00	1.09156785514563152e-08	3.53765370775249721e-07
24	15	15	9.99999999999998335e-01	1.78368546490992701e-08	3.66878866842057505e-07
24	16	16	9.99999999999994005e-01	1.27034132007520005e-08	3.89682417223369271e-07
24	17	17	1.00000000000000111e+00	2.01954879041725487e-08	4.21198703692837739e-07
24	18	18	1.00000000000000022e+00	2.82904156232593500e-09	4.36972894979348325e-07
24	19	19	9.99999999999990674e-01	5.86909100201478817e-09	5.02013999481576434e-07
24	20	20	1.00000000000000111e+00	4.86470140156599600e-09	5.81312897374175463e-07
24	21	21	9.99999999999970246e-01	2.66316543295008643e-08	6.22093214053265342e-07
24	22	22	1.00000000000029465e+00	8.85755697885598476e-09	1.24156184222457000e-06
24	23	23	9.99999999999994449e-01	5.65907061948860681e-10	1.42312083095674780e-06
24	24	24	1.00000000000064659e+00	5.79791503708535905e-08	1.57759202412677269e-06
24	25	25	1.00000000000257860e+00	3.25409378999887091e-08	1.76844732902026180e-06
25	0	0	9.99999999999999556e-01	6.88304726175611884e-09	-4.73629097608174732e-08
25	1	1	9.99999999999999001e-01	5.10903967037749498e-09	1.20809446266245679e-08
25	2	2	1.00000000000000000e+00	6.15463563279625545e-09	3.54346895298229825e-08
25	3	3	1.00000000000000044e+00	7.13926755394705312e-09	6.77851422492548039e-08
25	4	4	9.99999999999999334e-01	1.96058395240779575e-08	1.24872891915650541e-07
25	5	5	9.99999999999998557e-01	1.15653333114788896e-08	1.53004918401755674e-07
